gRNA_length,PAM,gc_content,cleavage_efficiency,off_target_probability,immunogenicity,binding_affinity,tcell_recognition,exposure_score,fitness_score
20,CGG,0.42,0.73,0.13,0.32,0.47,0.53,0.55,-0.25
17,CGG,0.53,0.83,0.1,0.33,0.61,0.76,0.64,-0.36
22,TGG,0.6,0.75,0.14,0.31,0.55,0.66,0.62,-0.36
23,NAG,0.76,0.81,0.17,0.5,0.54,0.6,0.52,-0.46
17,NGG,0.47,0.87,0.21,0.53,0.63,0.57,0.74,-0.44
21,NGG,0.69,0.9,0.02,0.56,0.53,0.51,0.68,-0.19
19,NGG,0.61,0.85,0.21,0.54,0.79,0.52,0.51,-0.42
17,NGG,0.52,0.72,0.3,0.56,0.41,0.55,0.79,-0.69
23,NGG,0.63,0.89,0.28,0.52,0.47,0.53,0.79,-0.44
19,CGG,0.47,0.71,0.16,0.55,0.43,0.52,0.71,-0.52
24,NGG,0.53,0.93,0.15,0.47,0.71,0.74,0.6,-0.43
19,NGG,0.73,0.77,0.06,0.42,0.66,0.53,0.78,-0.24
20,NGG,0.4,0.88,0.3,0.59,0.8,0.78,0.77,-0.79
21,NGG,0.75,0.87,0.1,0.48,0.85,0.64,0.65,-0.35
19,NAG,0.7,0.81,0.05,0.25,0.81,0.71,0.77,-0.2
24,NGG,0.67,0.89,0.29,0.42,0.49,0.59,0.73,-0.41
17,TGG,0.72,0.87,0.15,0.28,0.84,0.7,0.8,-0.26
17,NAG,0.66,0.75,0.25,0.29,0.81,0.66,0.61,-0.45
23,TGG,0.44,0.93,0.25,0.36,0.77,0.61,0.79,-0.29
21,TGG,0.58,0.78,0.12,0.54,0.61,0.69,0.62,-0.57
23,CGG,0.5,0.78,0.11,0.35,0.58,0.57,0.71,-0.25
20,NAG,0.54,0.87,0.17,0.34,0.62,0.75,0.74,-0.39
20,NAG,0.6,0.72,0.11,0.53,0.85,0.6,0.67,-0.52
17,CGG,0.6,0.89,0.09,0.43,0.52,0.6,0.66,-0.23
21,CGG,0.77,0.88,0.04,0.57,0.7,0.74,0.66,-0.47
20,NGG,0.57,0.73,0.26,0.52,0.62,0.54,0.64,-0.59
23,TGG,0.55,0.88,0.23,0.44,0.63,0.65,0.72,-0.44
19,NAG,0.79,0.71,0.19,0.33,0.58,0.8,0.63,-0.61
18,TGG,0.73,0.91,0.25,0.23,0.89,0.52,0.7,-0.09
17,NGG,0.79,0.88,0.04,0.24,0.74,0.68,0.55,-0.08
19,TGG,0.58,0.73,0.24,0.56,0.51,0.61,0.5,-0.68
17,TGG,0.59,0.79,0.28,0.2,0.4,0.63,0.76,-0.32
20,TGG,0.53,0.78,0.04,0.23,0.74,0.63,0.58,-0.12
23,TGG,0.51,0.73,0.05,0.39,0.68,0.74,0.59,-0.45
24,NAG,0.62,0.8,0.17,0.25,0.72,0.8,0.69,-0.42
21,CGG,0.6,0.93,0.01,0.44,0.76,0.58,0.77,-0.1
20,NAG,0.59,0.77,0.13,0.44,0.44,0.67,0.54,-0.47
17,NAG,0.69,0.81,0.04,0.44,0.87,0.62,0.7,-0.29
19,NAG,0.6,0.76,0.12,0.48,0.57,0.52,0.51,-0.36
24,CGG,0.7,0.81,0.05,0.23,0.89,0.77,0.67,-0.24
18,CGG,0.65,0.93,0.24,0.29,0.68,0.51,0.62,-0.11
20,CGG,0.58,0.87,0.12,0.29,0.81,0.75,0.67,-0.29
18,TGG,0.66,0.95,0.25,0.5,0.47,0.58,0.79,-0.38
23,NAG,0.64,0.78,0.04,0.34,0.79,0.69,0.69,-0.29
23,TGG,0.75,0.93,0.01,0.4,0.7,0.7,0.77,-0.18
19,NGG,0.76,0.81,0.25,0.23,0.47,0.68,0.69,-0.35
22,NAG,0.66,0.76,0.24,0.52,0.67,0.51,0.58,-0.51
22,NAG,0.65,0.75,0.23,0.38,0.82,0.53,0.78,-0.39
23,TGG,0.47,0.8,0.07,0.57,0.55,0.57,0.62,-0.41
22,NGG,0.69,0.94,0.12,0.55,0.47,0.75,0.57,-0.48
21,CGG,0.76,0.72,0.1,0.5,0.69,0.6,0.69,-0.48
17,TGG,0.69,0.74,0.06,0.59,0.84,0.56,0.75,-0.47
22,NAG,0.76,0.71,0.22,0.33,0.83,0.74,0.62,-0.58
22,NAG,0.5,0.76,0.12,0.53,0.45,0.54,0.54,-0.43
23,NGG,0.43,0.85,0.25,0.57,0.77,0.69,0.54,-0.66
22,NAG,0.44,0.71,0.08,0.36,0.57,0.69,0.59,-0.42
21,NAG,0.77,0.88,0.2,0.52,0.51,0.69,0.78,-0.53
21,NGG,0.41,0.83,0.23,0.53,0.43,0.51,0.79,-0.44
23,NAG,0.65,0.88,0.22,0.36,0.61,0.67,0.72,-0.37
23,TGG,0.6,0.87,0.04,0.32,0.48,0.53,0.74,-0.02
19,CGG,0.58,0.72,0.21,0.45,0.8,0.52,0.6,-0.46
19,CGG,0.69,0.9,0.28,0.41,0.73,0.68,0.58,-0.47
17,CGG,0.65,0.71,0.01,0.52,0.68,0.61,0.5,-0.43
20,NAG,0.75,0.85,0.19,0.29,0.53,0.75,0.64,-0.38
23,NGG,0.58,0.85,0.23,0.46,0.83,0.52,0.69,-0.36
22,NAG,0.76,0.89,0.22,0.59,0.8,0.6,0.77,-0.52
24,TGG,0.65,0.89,0.28,0.53,0.61,0.57,0.72,-0.49
19,NGG,0.45,0.89,0.04,0.24,0.45,0.75,0.67,-0.14
18,TGG,0.48,0.71,0.09,0.51,0.75,0.79,0.53,-0.68
24,CGG,0.43,0.82,0.22,0.43,0.57,0.62,0.74,-0.45
24,TGG,0.71,0.77,0.12,0.33,0.76,0.58,0.74,-0.26
24,NGG,0.62,0.89,0.03,0.35,0.66,0.74,0.73,-0.23
20,NAG,0.73,0.74,0.17,0.52,0.46,0.76,0.71,-0.71
24,TGG,0.72,0.71,0.1,0.28,0.58,0.63,0.66,-0.3
17,TGG,0.72,0.72,0.05,0.5,0.41,0.78,0.64,-0.61
24,CGG,0.78,0.94,0.23,0.28,0.58,0.7,0.59,-0.27
19,TGG,0.61,0.8,0.13,0.3,0.86,0.71,0.6,-0.34
20,NGG,0.66,0.78,0.07,0.36,0.89,0.64,0.7,-0.29
22,NAG,0.49,0.85,0.26,0.36,0.74,0.55,0.75,-0.32
18,TGG,0.51,0.91,0.1,0.21,0.68,0.79,0.6,-0.19
19,NGG,0.72,0.86,0.24,0.43,0.43,0.54,0.68,-0.35
23,CGG,0.42,0.79,0.29,0.39,0.68,0.77,0.69,-0.66
19,TGG,0.49,0.85,0.01,0.23,0.85,0.61,0.8,0.0
23,NGG,0.65,0.95,0.22,0.48,0.86,0.69,0.66,-0.44
20,CGG,0.6,0.83,0.25,0.34,0.74,0.71,0.57,-0.47
18,NGG,0.64,0.75,0.18,0.54,0.61,0.6,0.6,-0.57
18,CGG,0.49,0.86,0.01,0.34,0.8,0.63,0.69,-0.12
21,NAG,0.72,0.92,0.02,0.4,0.63,0.52,0.73,-0.02
17,NAG,0.58,0.75,0.15,0.58,0.82,0.69,0.64,-0.67
21,NAG,0.77,0.92,0.12,0.5,0.87,0.69,0.65,-0.39
18,NGG,0.5,0.71,0.28,0.23,0.56,0.61,0.75,-0.41
20,TGG,0.44,0.88,0.24,0.36,0.48,0.69,0.73,-0.41
24,CGG,0.8,0.74,0.23,0.6,0.83,0.66,0.71,-0.75
21,TGG,0.5,0.75,0.01,0.33,0.78,0.69,0.76,-0.28
23,NGG,0.44,0.79,0.24,0.37,0.48,0.52,0.55,-0.34
22,NAG,0.76,0.82,0.03,0.5,0.9,0.57,0.52,-0.28
23,NAG,0.58,0.79,0.24,0.32,0.46,0.58,0.64,-0.35
22,TGG,0.7,0.88,0.24,0.58,0.86,0.55,0.8,-0.49
23,TGG,0.49,0.91,0.2,0.46,0.57,0.53,0.54,-0.28
21,NAG,0.46,0.93,0.2,0.35,0.49,0.68,0.61,-0.3
21,NAG,0.46,0.78,0.2,0.56,0.81,0.59,0.51,-0.57
17,TGG,0.56,0.74,0.23,0.58,0.69,0.64,0.57,-0.71
20,CGG,0.54,0.8,0.18,0.22,0.81,0.76,0.79,-0.36
17,NGG,0.41,0.79,0.26,0.43,0.4,0.54,0.7,-0.44
24,NGG,0.59,0.74,0.27,0.25,0.78,0.6,0.54,-0.38
19,NGG,0.66,0.88,0.02,0.42,0.72,0.75,0.5,-0.31
23,NAG,0.76,0.92,0.19,0.43,0.53,0.61,0.71,-0.31
20,NAG,0.63,0.9,0.28,0.31,0.71,0.51,0.6,-0.2
23,NGG,0.78,0.78,0.25,0.28,0.46,0.6,0.68,-0.35
18,CGG,0.43,0.77,0.23,0.21,0.61,0.63,0.6,-0.3
20,NAG,0.55,0.9,0.01,0.53,0.68,0.68,0.69,-0.32
19,CGG,0.78,0.95,0.1,0.6,0.48,0.59,0.74,-0.34
19,NAG,0.58,0.8,0.03,0.43,0.75,0.68,0.58,-0.34
20,CGG,0.78,0.85,0.25,0.48,0.63,0.54,0.79,-0.42
18,TGG,0.47,0.83,0.03,0.36,0.63,0.55,0.58,-0.11
19,CGG,0.7,0.71,0.09,0.35,0.62,0.72,0.69,-0.45
22,NGG,0.44,0.82,0.21,0.43,0.47,0.62,0.61,-0.44
20,NAG,0.48,0.82,0.17,0.48,0.53,0.62,0.71,-0.45
24,CGG,0.77,0.78,0.04,0.3,0.68,0.58,0.55,-0.14
18,CGG,0.44,0.82,0.16,0.3,0.84,0.61,0.56,-0.25
18,CGG,0.41,0.89,0.06,0.32,0.52,0.75,0.67,-0.24
24,TGG,0.68,0.83,0.17,0.22,0.62,0.79,0.6,-0.35
23,NAG,0.48,0.76,0.04,0.58,0.88,0.62,0.68,-0.48
20,NAG,0.72,0.91,0.13,0.56,0.59,0.53,0.69,-0.31
19,TGG,0.72,0.72,0.13,0.37,0.53,0.78,0.71,-0.56
21,TGG,0.68,0.73,0.1,0.51,0.66,0.7,0.56,-0.58
24,NGG,0.4,0.85,0.23,0.37,0.88,0.59,0.6,-0.34
20,CGG,0.41,0.86,0.09,0.25,0.83,0.51,0.79,0.01
22,NAG,0.77,0.79,0.06,0.42,0.69,0.61,0.51,-0.3
18,NAG,0.64,0.78,0.23,0.55,0.42,0.54,0.52,-0.54
20,CGG,0.46,0.7,0.26,0.34,0.42,0.56,0.6,-0.46
24,NAG,0.73,0.76,0.11,0.51,0.57,0.55,0.51,-0.41
21,NGG,0.76,0.85,0.29,0.42,0.48,0.72,0.62,-0.58
22,NGG,0.72,0.93,0.09,0.34,0.81,0.66,0.7,-0.16
19,TGG,0.6,0.85,0.24,0.54,0.52,0.64,0.66,-0.57
24,TGG,0.61,0.9,0.06,0.44,0.78,0.78,0.54,-0.38
20,TGG,0.55,0.94,0.25,0.22,0.43,0.67,0.78,-0.2
21,NGG,0.69,0.87,0.08,0.57,0.85,0.8,0.69,-0.58
18,NGG,0.54,0.78,0.1,0.48,0.57,0.68,0.79,-0.48
18,NAG,0.61,0.71,0.29,0.44,0.82,0.61,0.73,-0.63
19,TGG,0.74,0.85,0.16,0.6,0.64,0.56,0.72,-0.47
21,NGG,0.45,0.72,0.09,0.4,0.8,0.71,0.58,-0.48
17,NAG,0.71,0.93,0.3,0.41,0.52,0.61,0.73,-0.39
24,CGG,0.44,0.81,0.14,0.49,0.73,0.62,0.78,-0.44
18,CGG,0.76,0.93,0.25,0.2,0.68,0.62,0.57,-0.14
24,TGG,0.75,0.71,0.26,0.57,0.75,0.76,0.53,-0.88
24,NAG,0.64,0.84,0.08,0.47,0.44,0.5,0.54,-0.21
22,NGG,0.75,0.94,0.15,0.48,0.46,0.76,0.57,-0.45
23,NAG,0.62,0.95,0.02,0.4,0.68,0.63,0.64,-0.1
23,NGG,0.66,0.93,0.04,0.26,0.88,0.67,0.74,-0.04
19,NAG,0.74,0.86,0.16,0.44,0.85,0.66,0.7,-0.4
23,TGG,0.56,0.85,0.18,0.4,0.66,0.56,0.59,-0.29
21,CGG,0.47,0.7,0.21,0.51,0.86,0.74,0.66,-0.76
22,NAG,0.69,0.85,0.15,0.53,0.68,0.54,0.72,-0.37
22,CGG,0.51,0.93,0.19,0.48,0.6,0.67,0.52,-0.41
21,CGG,0.56,0.76,0.14,0.22,0.46,0.53,0.52,-0.13
18,NGG,0.55,0.94,0.14,0.26,0.41,0.64,0.5,-0.1
19,TGG,0.62,0.84,0.19,0.42,0.59,0.65,0.54,-0.42
23,TGG,0.55,0.72,0.11,0.51,0.51,0.67,0.5,-0.57
24,NAG,0.72,0.89,0.24,0.57,0.65,0.68,0.66,-0.6
24,CGG,0.64,0.76,0.11,0.26,0.53,0.54,0.62,-0.15
20,CGG,0.79,0.73,0.26,0.27,0.5,0.58,0.76,-0.38
21,NAG,0.6,0.94,0.26,0.59,0.47,0.73,0.74,-0.64
19,NAG,0.69,0.95,0.05,0.47,0.65,0.53,0.54,-0.1
22,TGG,0.7,0.88,0.07,0.29,0.8,0.61,0.6,-0.09
22,TGG,0.51,0.86,0.18,0.33,0.84,0.52,0.5,-0.17
22,NAG,0.56,0.93,0.07,0.45,0.86,0.77,0.7,-0.36
20,TGG,0.45,0.71,0.22,0.38,0.47,0.78,0.79,-0.67
22,NAG,0.63,0.82,0.05,0.35,0.86,0.65,0.64,-0.23
17,CGG,0.68,0.83,0.25,0.54,0.66,0.51,0.65,-0.47
18,CGG,0.59,0.82,0.1,0.54,0.59,0.67,0.67,-0.49
24,TGG,0.5,0.73,0.24,0.55,0.84,0.74,0.55,-0.8
24,NGG,0.49,0.77,0.18,0.53,0.62,0.6,0.76,-0.54
19,TGG,0.77,0.72,0.24,0.47,0.49,0.51,0.79,-0.5
22,NGG,0.54,0.93,0.22,0.27,0.47,0.67,0.66,-0.23
19,NGG,0.54,0.73,0.11,0.56,0.89,0.73,0.75,-0.67
24,NGG,0.76,0.89,0.23,0.23,0.72,0.53,0.69,-0.1
20,NGG,0.44,0.77,0.22,0.26,0.46,0.61,0.71,-0.32
22,NAG,0.66,0.92,0.24,0.44,0.8,0.6,0.64,-0.36
17,TGG,0.67,0.74,0.2,0.2,0.77,0.77,0.7,-0.43
17,CGG,0.5,0.7,0.25,0.37,0.68,0.56,0.73,-0.48
19,NAG,0.8,0.79,0.03,0.31,0.85,0.5,0.69,-0.05
21,TGG,0.54,0.77,0.18,0.44,0.78,0.51,0.75,-0.36
20,TGG,0.57,0.91,0.22,0.34,0.82,0.66,0.79,-0.31
20,NAG,0.71,0.87,0.26,0.39,0.68,0.79,0.52,-0.57
17,CGG,0.44,0.81,0.26,0.39,0.57,0.66,0.6,-0.5
22,CGG,0.79,0.89,0.23,0.54,0.57,0.52,0.52,-0.4
21,CGG,0.78,0.94,0.08,0.33,0.46,0.73,0.74,-0.2
23,NGG,0.42,0.8,0.27,0.42,0.8,0.72,0.66,-0.61
23,TGG,0.73,0.88,0.06,0.43,0.77,0.7,0.54,-0.31
22,NAG,0.63,0.88,0.11,0.48,0.65,0.64,0.73,-0.35
19,NGG,0.72,0.78,0.11,0.47,0.43,0.72,0.5,-0.52
23,CGG,0.65,0.83,0.05,0.55,0.53,0.51,0.78,-0.28
24,NAG,0.5,0.78,0.16,0.57,0.44,0.78,0.64,-0.73
17,TGG,0.68,0.81,0.04,0.21,0.7,0.77,0.53,-0.21
24,NGG,0.51,0.83,0.0,0.4,0.45,0.74,0.66,-0.31
19,CGG,0.5,0.73,0.25,0.27,0.6,0.72,0.63,-0.51
20,NGG,0.59,0.89,0.1,0.58,0.88,0.79,0.75,-0.58
21,NGG,0.43,0.82,0.2,0.24,0.59,0.62,0.55,-0.24
19,CGG,0.5,0.72,0.04,0.43,0.87,0.58,0.7,-0.33
19,NGG,0.64,0.88,0.15,0.42,0.71,0.72,0.66,-0.41
18,TGG,0.74,0.8,0.07,0.4,0.47,0.73,0.6,-0.4
20,NGG,0.78,0.71,0.19,0.44,0.69,0.71,0.77,-0.63
19,NAG,0.72,0.92,0.09,0.6,0.47,0.61,0.66,-0.38
19,NAG,0.44,0.79,0.08,0.21,0.54,0.7,0.55,-0.2
18,CGG,0.52,0.72,0.13,0.29,0.47,0.57,0.58,-0.27
23,CGG,0.57,0.82,0.13,0.52,0.73,0.58,0.52,-0.41
21,TGG,0.64,0.78,0.13,0.27,0.6,0.72,0.75,-0.34
22,CGG,0.55,0.82,0.04,0.53,0.8,0.66,0.63,-0.41
23,NAG,0.55,0.86,0.3,0.38,0.52,0.6,0.66,-0.42
17,TGG,0.63,0.93,0.04,0.22,0.71,0.68,0.51,-0.01
23,NAG,0.53,0.83,0.1,0.26,0.4,0.61,0.61,-0.14
20,NGG,0.42,0.9,0.25,0.24,0.57,0.58,0.63,-0.17
22,TGG,0.72,0.89,0.11,0.45,0.8,0.6,0.78,-0.27
20,NAG,0.4,0.75,0.01,0.43,0.86,0.74,0.74,-0.43
23,NGG,0.74,0.72,0.2,0.24,0.83,0.68,0.57,-0.4
24,NGG,0.41,0.91,0.27,0.6,0.84,0.79,0.59,-0.75
18,TGG,0.51,0.89,0.2,0.58,0.79,0.79,0.53,-0.68
22,TGG,0.6,0.94,0.01,0.47,0.67,0.74,0.68,-0.28
18,NGG,0.76,0.77,0.14,0.56,0.64,0.51,0.71,-0.44
23,NAG,0.69,0.72,0.21,0.21,0.83,0.52,0.71,-0.22
21,NAG,0.74,0.77,0.28,0.26,0.61,0.75,0.65,-0.52
24,CGG,0.41,0.93,0.2,0.45,0.59,0.66,0.63,-0.38
21,CGG,0.45,0.94,0.17,0.23,0.77,0.71,0.73,-0.17
22,NGG,0.77,0.71,0.01,0.52,0.55,0.74,0.63,-0.56
23,CGG,0.66,0.78,0.12,0.27,0.89,0.77,0.72,-0.38
22,CGG,0.61,0.72,0.29,0.36,0.89,0.56,0.59,-0.49
21,NGG,0.69,0.79,0.25,0.22,0.82,0.51,0.73,-0.19
20,CGG,0.7,0.81,0.28,0.37,0.81,0.73,0.79,-0.57
24,NGG,0.67,0.86,0.06,0.59,0.63,0.73,0.78,-0.52
19,TGG,0.62,0.85,0.14,0.37,0.6,0.68,0.59,-0.34
22,NAG,0.7,0.77,0.1,0.29,0.53,0.79,0.71,-0.41
23,CGG,0.58,0.83,0.22,0.33,0.43,0.68,0.65,-0.4
24,CGG,0.61,0.94,0.22,0.2,0.67,0.68,0.63,-0.16
17,NGG,0.43,0.94,0.21,0.54,0.81,0.54,0.73,-0.35
24,NGG,0.66,0.92,0.14,0.22,0.69,0.62,0.73,-0.06
21,TGG,0.71,0.71,0.02,0.38,0.64,0.64,0.66,-0.33
18,TGG,0.48,0.85,0.24,0.41,0.6,0.71,0.59,-0.51
21,TGG,0.43,0.79,0.2,0.59,0.69,0.7,0.68,-0.7
19,CGG,0.55,0.8,0.09,0.49,0.85,0.66,0.63,-0.44
18,NAG,0.73,0.74,0.13,0.5,0.6,0.5,0.54,-0.39
19,NGG,0.57,0.83,0.25,0.4,0.58,0.72,0.74,-0.54
18,NGG,0.7,0.73,0.05,0.37,0.89,0.61,0.63,-0.3
19,CGG,0.63,0.75,0.03,0.48,0.59,0.59,0.65,-0.35
17,CGG,0.54,0.94,0.12,0.49,0.63,0.71,0.75,-0.38
24,NGG,0.5,0.87,0.03,0.57,0.87,0.53,0.64,-0.26
19,NAG,0.49,0.72,0.26,0.57,0.45,0.69,0.7,-0.8
18,NGG,0.59,0.81,0.12,0.44,0.53,0.74,0.66,-0.49
23,NAG,0.47,0.9,0.06,0.52,0.58,0.74,0.8,-0.42
20,TGG,0.5,0.76,0.12,0.34,0.72,0.76,0.72,-0.46
19,CGG,0.43,0.85,0.29,0.35,0.65,0.79,0.73,-0.58
20,NAG,0.66,0.76,0.13,0.41,0.88,0.67,0.54,-0.45
21,NGG,0.6,0.85,0.25,0.34,0.88,0.68,0.64,-0.42
17,TGG,0.77,0.93,0.02,0.52,0.59,0.66,0.61,-0.27
19,NAG,0.55,0.78,0.09,0.38,0.7,0.52,0.8,-0.21
20,TGG,0.55,0.75,0.18,0.42,0.81,0.54,0.5,-0.39
23,NGG,0.68,0.88,0.21,0.44,0.85,0.73,0.79,-0.5
21,CGG,0.73,0.89,0.23,0.3,0.87,0.68,0.72,-0.32
24,NAG,0.47,0.73,0.01,0.47,0.51,0.58,0.74,-0.33
24,TGG,0.48,0.86,0.28,0.36,0.86,0.79,0.63,-0.57
20,NGG,0.7,0.78,0.21,0.29,0.54,0.71,0.56,-0.43
23,TGG,0.52,0.73,0.06,0.39,0.77,0.52,0.72,-0.24
23,NAG,0.79,0.91,0.21,0.37,0.84,0.64,0.76,-0.31
19,TGG,0.52,0.84,0.03,0.59,0.54,0.57,0.79,-0.35
18,NAG,0.45,0.71,0.2,0.55,0.72,0.56,0.55,-0.6
18,NGG,0.76,0.89,0.12,0.34,0.53,0.51,0.77,-0.08
24,NGG,0.7,0.8,0.27,0.55,0.57,0.61,0.72,-0.63
18,NGG,0.62,0.87,0.26,0.28,0.64,0.71,0.74,-0.38
21,TGG,0.71,0.79,0.23,0.48,0.61,0.57,0.74,-0.49
22,NGG,0.65,0.79,0.0,0.44,0.78,0.58,0.55,-0.23
24,NAG,0.61,0.87,0.22,0.36,0.42,0.79,0.75,-0.5
23,NGG,0.7,0.82,0.07,0.5,0.46,0.68,0.69,-0.43
23,TGG,0.5,0.78,0.11,0.48,0.85,0.78,0.63,-0.59
17,CGG,0.6,0.83,0.28,0.59,0.4,0.79,0.79,-0.83
22,CGG,0.56,0.88,0.16,0.3,0.8,0.54,0.71,-0.12
19,NGG,0.59,0.81,0.25,0.58,0.88,0.74,0.72,-0.76
20,NGG,0.79,0.82,0.01,0.26,0.6,0.73,0.65,-0.18
24,NAG,0.76,0.93,0.17,0.37,0.76,0.51,0.63,-0.12
18,NGG,0.43,0.91,0.27,0.28,0.76,0.77,0.61,-0.41
23,NGG,0.73,0.92,0.26,0.23,0.82,0.59,0.56,-0.16
23,CGG,0.71,0.76,0.05,0.42,0.86,0.55,0.76,-0.26
22,CGG,0.76,0.89,0.28,0.43,0.87,0.53,0.63,-0.35
22,NGG,0.62,0.79,0.08,0.6,0.47,0.71,0.7,-0.6
18,NAG,0.43,0.81,0.15,0.44,0.43,0.53,0.67,-0.31
20,NAG,0.58,0.81,0.04,0.59,0.55,0.74,0.66,-0.56
23,CGG,0.71,0.82,0.06,0.37,0.45,0.64,0.54,-0.25
22,TGG,0.55,0.86,0.2,0.6,0.68,0.67,0.59,-0.61
19,NGG,0.73,0.89,0.07,0.28,0.52,0.58,0.58,-0.04
17,CGG,0.62,0.8,0.11,0.27,0.51,0.52,0.77,-0.1
22,CGG,0.57,0.82,0.06,0.47,0.77,0.5,0.53,-0.21
20,NGG,0.48,0.77,0.11,0.41,0.58,0.62,0.51,-0.37
24,CGG,0.43,0.76,0.24,0.28,0.62,0.77,0.63,-0.53
18,TGG,0.46,0.85,0.13,0.21,0.41,0.76,0.66,-0.25
20,NAG,0.57,0.73,0.24,0.35,0.56,0.51,0.71,-0.37
18,CGG,0.65,0.71,0.13,0.36,0.51,0.61,0.6,-0.39
21,CGG,0.75,0.75,0.19,0.54,0.5,0.61,0.68,-0.59
18,NAG,0.5,0.84,0.17,0.56,0.63,0.58,0.7,-0.47
22,TGG,0.45,0.76,0.25,0.56,0.51,0.71,0.62,-0.76
18,NGG,0.64,0.81,0.24,0.45,0.86,0.61,0.68,-0.49
17,NAG,0.43,0.72,0.21,0.44,0.82,0.76,0.59,-0.69
18,NGG,0.62,0.81,0.01,0.54,0.75,0.53,0.58,-0.27
22,TGG,0.68,0.94,0.05,0.58,0.85,0.71,0.64,-0.4
24,CGG,0.71,0.7,0.13,0.58,0.56,0.53,0.55,-0.54
19,NAG,0.68,0.9,0.25,0.57,0.88,0.71,0.63,-0.63
18,CGG,0.48,0.78,0.11,0.2,0.77,0.6,0.63,-0.13
21,NAG,0.62,0.78,0.01,0.37,0.44,0.77,0.53,-0.37
20,NAG,0.54,0.91,0.01,0.48,0.64,0.53,0.75,-0.11
19,TGG,0.78,0.75,0.06,0.44,0.76,0.68,0.51,-0.43
19,TGG,0.65,0.72,0.04,0.34,0.5,0.6,0.51,-0.26
20,TGG,0.53,0.73,0.16,0.5,0.61,0.55,0.8,-0.48
20,NAG,0.56,0.83,0.02,0.33,0.89,0.73,0.56,-0.25
22,NGG,0.71,0.78,0.04,0.35,0.8,0.73,0.74,-0.34
22,NGG,0.45,0.85,0.26,0.25,0.85,0.62,0.55,-0.28
22,NAG,0.43,0.78,0.11,0.51,0.62,0.64,0.6,-0.48
18,NAG,0.56,0.89,0.18,0.39,0.53,0.61,0.5,-0.29
18,TGG,0.57,0.76,0.01,0.45,0.55,0.58,0.8,-0.28
20,TGG,0.43,0.76,0.03,0.33,0.44,0.55,0.52,-0.15
20,NGG,0.74,0.73,0.09,0.28,0.88,0.76,0.62,-0.4
20,CGG,0.73,0.77,0.09,0.3,0.55,0.78,0.58,-0.4
17,NAG,0.5,0.87,0.27,0.29,0.81,0.66,0.6,-0.35
20,NAG,0.65,0.75,0.0,0.52,0.59,0.64,0.72,-0.41
23,CGG,0.7,0.75,0.2,0.56,0.44,0.76,0.52,-0.77
18,NGG,0.54,0.83,0.14,0.25,0.74,0.57,0.66,-0.13
22,TGG,0.41,0.84,0.01,0.6,0.64,0.71,0.55,-0.48
21,NAG,0.66,0.76,0.22,0.51,0.42,0.59,0.68,-0.56
19,TGG,0.57,0.84,0.24,0.57,0.46,0.69,0.66,-0.66
21,NAG,0.4,0.86,0.22,0.28,0.41,0.72,0.55,-0.36
24,NGG,0.52,0.88,0.12,0.2,0.77,0.78,0.65,-0.22
20,NGG,0.51,0.71,0.09,0.45,0.71,0.56,0.78,-0.39
23,NAG,0.59,0.7,0.04,0.24,0.89,0.79,0.61,-0.37
24,CGG,0.78,0.78,0.0,0.44,0.66,0.69,0.61,-0.35
24,CGG,0.76,0.87,0.26,0.56,0.51,0.56,0.69,-0.51
22,CGG,0.44,0.76,0.13,0.46,0.76,0.52,0.66,-0.35
19,NAG,0.65,0.91,0.15,0.4,0.55,0.71,0.76,-0.35
21,CGG,0.42,0.77,0.01,0.45,0.85,0.53,0.54,-0.22
24,TGG,0.47,0.89,0.11,0.22,0.75,0.78,0.71,-0.22
21,CGG,0.5,0.75,0.26,0.48,0.7,0.78,0.59,-0.77
18,CGG,0.7,0.72,0.05,0.23,0.44,0.52,0.72,-0.08
19,NGG,0.75,0.75,0.17,0.29,0.7,0.5,0.57,-0.21
23,CGG,0.67,0.76,0.27,0.58,0.41,0.59,0.51,-0.68
24,CGG,0.45,0.9,0.05,0.48,0.63,0.78,0.63,-0.41
17,TGG,0.69,0.89,0.16,0.23,0.77,0.53,0.69,-0.03
19,TGG,0.46,0.75,0.17,0.52,0.42,0.69,0.57,-0.63
22,NAG,0.46,0.73,0.07,0.58,0.69,0.64,0.79,-0.56
21,CGG,0.41,0.83,0.12,0.41,0.87,0.51,0.71,-0.21
20,NAG,0.77,0.82,0.2,0.59,0.69,0.62,0.53,-0.59
19,TGG,0.52,0.74,0.25,0.32,0.64,0.65,0.52,-0.48
19,TGG,0.74,0.93,0.06,0.54,0.61,0.53,0.72,-0.2
19,CGG,0.42,0.85,0.25,0.6,0.86,0.77,0.8,-0.77
19,NAG,0.51,0.8,0.18,0.39,0.71,0.61,0.65,-0.38
20,NAG,0.71,0.71,0.21,0.32,0.89,0.57,0.67,-0.39
19,NGG,0.65,0.8,0.05,0.31,0.51,0.78,0.68,-0.34
24,TGG,0.48,0.89,0.29,0.28,0.73,0.54,0.63,-0.22
19,CGG,0.71,0.73,0.25,0.2,0.54,0.77,0.62,-0.49
24,CGG,0.49,0.9,0.1,0.45,0.73,0.63,0.8,-0.28
24,TGG,0.79,0.92,0.08,0.29,0.75,0.68,0.59,-0.13
19,CGG,0.44,0.82,0.21,0.46,0.64,0.56,0.54,-0.41
